Sentence_A,Sentence_B,origin,frequency,freq_cat,pair_id,rating_anticonic_causal,rating_iconic_causal,rating_anticonic_temporal,rating_iconic_temporal,human_preferred_connective,human_preferred_connective_desc,human_preferred_connective_unrel,tested_relation,tested_order,relation_human,order_human,condition_human,tested_connective,additional_dimension
Jenny has decided to eat only one piece of fruit as a meal.,Jenny wants to look like a model.,origin,788,4_frequent,45,8.866666666666667,3.933333333333333,4.933333333333334,2.2,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",so,socially_challenging
Jenny has decided to eat only one piece of fruit as a meal.,Jenny wants to look like a model.,origin,549,4_frequent,45,8.866666666666667,3.933333333333333,4.933333333333334,2.2,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",then,socially_challenging
Jenny wants to look like a model.,Jenny has decided to eat only one piece of fruit as a meal.,origin,894,4_frequent,45,2.7333333333333334,9.4,3.466666666666667,4.933333333333334,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",after,socially_challenging
Jenny wants to look like a model.,Jenny has decided to eat only one piece of fruit as a meal.,origin,231,3_common,45,2.7333333333333334,9.4,3.466666666666667,4.933333333333334,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",because,socially_challenging
Jenny wants to look like a model.,Jenny has decided to eat only one piece of fruit as a meal.,origin,900,4_frequent,45,2.7333333333333334,9.4,3.466666666666667,4.933333333333334,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",so,socially_challenging
Jenny wants to look like a model.,Jenny has decided to eat only one piece of fruit as a meal.,origin,323,3_common,45,2.7333333333333334,9.4,3.466666666666667,4.933333333333334,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",then,socially_challenging
Jenny is the shortest among her friends.,"Jenny's friends call her ""midget"".",origin,22,2_uncommon,46,2.0,9.133333333333333,2.7333333333333334,4.933333333333334,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",after,socially_challenging
Jenny is the shortest among her friends.,"Jenny's friends call her ""midget"".",origin,13,2_uncommon,46,2.0,9.133333333333333,2.7333333333333334,4.933333333333334,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",because,socially_challenging
Jenny is the shortest among her friends.,"Jenny's friends call her ""midget"".",origin,118,3_common,46,2.0,9.133333333333333,2.7333333333333334,4.933333333333334,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",so,socially_challenging
Jenny is the shortest among her friends.,"Jenny's friends call her ""midget"".",origin,35,2_uncommon,46,2.0,9.133333333333333,2.7333333333333334,4.933333333333334,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",then,socially_challenging
"Jenny's friends call her ""midget"".",Jenny is the shortest among her friends.,origin,14,2_uncommon,46,9.6,5.066666666666666,3.0,1.3333333333333333,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",after,socially_challenging
"Jenny's friends call her ""midget"".",Jenny is the shortest among her friends.,origin,228,3_common,46,9.6,5.066666666666666,3.0,1.3333333333333333,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",because,socially_challenging
"Jenny's friends call her ""midget"".",Jenny is the shortest among her friends.,origin,31,2_uncommon,46,9.6,5.066666666666666,3.0,1.3333333333333333,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",so,socially_challenging
"Jenny's friends call her ""midget"".",Jenny is the shortest among her friends.,origin,19,2_uncommon,46,9.6,5.066666666666666,3.0,1.3333333333333333,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",then,socially_challenging
Luke loves playing video games.,Luke's girlfriend thinks he is childish.,origin,574,4_frequent,47,1.4,8.6,1.8,2.933333333333333,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",after,socially_challenging
Luke loves playing video games.,Luke's girlfriend thinks he is childish.,origin,1009,4_frequent,47,1.4,8.6,1.8,2.933333333333333,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",because,socially_challenging
Luke loves playing video games.,Luke's girlfriend thinks he is childish.,origin,1022,4_frequent,47,1.4,8.6,1.8,2.933333333333333,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",so,socially_challenging
Luke loves playing video games.,Luke's girlfriend thinks he is childish.,origin,1017,4_frequent,47,1.4,8.6,1.8,2.933333333333333,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",then,socially_challenging
Luke's girlfriend thinks he is childish.,Luke loves playing video games.,origin,829,4_frequent,47,9.133333333333333,2.1333333333333333,4.533333333333333,2.6666666666666665,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",after,socially_challenging
Luke's girlfriend thinks he is childish.,Luke loves playing video games.,origin,1051,4_frequent,47,9.133333333333333,2.1333333333333333,4.533333333333333,2.6666666666666665,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",because,socially_challenging
Luke's girlfriend thinks he is childish.,Luke loves playing video games.,origin,1009,4_frequent,47,9.133333333333333,2.1333333333333333,4.533333333333333,2.6666666666666665,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",so,socially_challenging
Luke's girlfriend thinks he is childish.,Luke loves playing video games.,origin,689,4_frequent,47,9.133333333333333,2.1333333333333333,4.533333333333333,2.6666666666666665,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",then,socially_challenging
Alfred has not found a girl who wants to date him.,Alfred hates all women.,origin,0,1_rare,48,6.466666666666667,7.066666666666666,3.6666666666666665,2.933333333333333,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",after,socially_challenging
Alfred has not found a girl who wants to date him.,Alfred hates all women.,origin,2,1_rare,48,6.466666666666667,7.066666666666666,3.6666666666666665,2.933333333333333,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",because,socially_challenging
Alfred has not found a girl who wants to date him.,Alfred hates all women.,origin,0,1_rare,48,6.466666666666667,7.066666666666666,3.6666666666666665,2.933333333333333,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",so,socially_challenging
Alfred has not found a girl who wants to date him.,Alfred hates all women.,origin,1,1_rare,48,6.466666666666667,7.066666666666666,3.6666666666666665,2.933333333333333,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",then,socially_challenging
Alfred hates all women.,Alfred has not found a girl who wants to date him.,origin,0,1_rare,48,8.2,7.0,4.8,4.666666666666667,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",after,socially_challenging
Alfred hates all women.,Alfred has not found a girl who wants to date him.,origin,1,1_rare,48,8.2,7.0,4.8,4.666666666666667,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",because,socially_challenging
Alfred hates all women.,Alfred has not found a girl who wants to date him.,origin,0,1_rare,48,8.2,7.0,4.8,4.666666666666667,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",so,socially_challenging
Alfred hates all women.,Alfred has not found a girl who wants to date him.,origin,0,1_rare,48,8.2,7.0,4.8,4.666666666666667,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",then,socially_challenging
Frank punched Kevin.,Kevin stole Frank's toy.,origin,3,1_rare,49,9.4,7.8,9.266666666666667,8.466666666666667,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",after,socially_challenging
Frank punched Kevin.,Kevin stole Frank's toy.,origin,4,1_rare,49,9.4,7.8,9.266666666666667,8.466666666666667,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",because,socially_challenging
Frank punched Kevin.,Kevin stole Frank's toy.,origin,5,2_uncommon,49,9.4,7.8,9.266666666666667,8.466666666666667,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",so,socially_challenging
Frank punched Kevin.,Kevin stole Frank's toy.,origin,22,2_uncommon,49,9.4,7.8,9.266666666666667,8.466666666666667,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",then,socially_challenging
Kevin stole Frank's toy.,Frank punched Kevin.,origin,6,2_uncommon,49,8.0,8.866666666666667,7.6,9.333333333333334,then,iconic_temp,then,causality,B follows A,Temporal,"A,B","Temporal-A,B",after,socially_challenging
Kevin stole Frank's toy.,Frank punched Kevin.,origin,0,1_rare,49,8.0,8.866666666666667,7.6,9.333333333333334,then,iconic_temp,then,causality,B follows A,Temporal,"A,B","Temporal-A,B",because,socially_challenging
Kevin stole Frank's toy.,Frank punched Kevin.,origin,4,1_rare,49,8.0,8.866666666666667,7.6,9.333333333333334,then,iconic_temp,then,causality,B follows A,Temporal,"A,B","Temporal-A,B",so,socially_challenging
Kevin stole Frank's toy.,Frank punched Kevin.,origin,12,2_uncommon,49,8.0,8.866666666666667,7.6,9.333333333333334,then,iconic_temp,then,causality,B follows A,Temporal,"A,B","Temporal-A,B",then,socially_challenging
Frank is afraid that immigrants will steal jobs.,Frank wants to block immigration.,origin,8,2_uncommon,50,3.6666666666666665,8.533333333333333,2.8,4.466666666666667,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",after,socially_challenging
Frank is afraid that immigrants will steal jobs.,Frank wants to block immigration.,origin,7,2_uncommon,50,3.6666666666666665,8.533333333333333,2.8,4.466666666666667,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",because,socially_challenging
Frank is afraid that immigrants will steal jobs.,Frank wants to block immigration.,origin,8,2_uncommon,50,3.6666666666666665,8.533333333333333,2.8,4.466666666666667,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",so,socially_challenging
Frank is afraid that immigrants will steal jobs.,Frank wants to block immigration.,origin,14,2_uncommon,50,3.6666666666666665,8.533333333333333,2.8,4.466666666666667,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",then,socially_challenging
Frank wants to block immigration.,Frank is afraid that immigrants will steal jobs.,origin,10,2_uncommon,50,9.866666666666667,4.533333333333333,4.6,2.533333333333333,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",after,socially_challenging
Frank wants to block immigration.,Frank is afraid that immigrants will steal jobs.,origin,4,1_rare,50,9.866666666666667,4.533333333333333,4.6,2.533333333333333,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",because,socially_challenging
Frank wants to block immigration.,Frank is afraid that immigrants will steal jobs.,origin,13,2_uncommon,50,9.866666666666667,4.533333333333333,4.6,2.533333333333333,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",so,socially_challenging
Frank wants to block immigration.,Frank is afraid that immigrants will steal jobs.,origin,11,2_uncommon,50,9.866666666666667,4.533333333333333,4.6,2.533333333333333,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",then,socially_challenging
Luke does not want to pay taxes.,Luke transferred his money to an offshore bank account.,origin,71,3_common,51,4.866666666666666,9.666666666666666,4.0,5.066666666666666,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",after,socially_challenging
Luke does not want to pay taxes.,Luke transferred his money to an offshore bank account.,origin,49,2_uncommon,51,4.866666666666666,9.666666666666666,4.0,5.066666666666666,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",because,socially_challenging
Luke does not want to pay taxes.,Luke transferred his money to an offshore bank account.,origin,86,3_common,51,4.866666666666666,9.666666666666666,4.0,5.066666666666666,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",so,socially_challenging
Luke does not want to pay taxes.,Luke transferred his money to an offshore bank account.,origin,188,3_common,51,4.866666666666666,9.666666666666666,4.0,5.066666666666666,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",then,socially_challenging
Luke transferred his money to an offshore bank account.,Luke does not want to pay taxes.,origin,95,3_common,51,9.733333333333333,5.733333333333333,4.866666666666666,2.933333333333333,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",after,socially_challenging
Luke transferred his money to an offshore bank account.,Luke does not want to pay taxes.,origin,30,2_uncommon,51,9.733333333333333,5.733333333333333,4.866666666666666,2.933333333333333,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",because,socially_challenging
Luke transferred his money to an offshore bank account.,Luke does not want to pay taxes.,origin,78,3_common,51,9.733333333333333,5.733333333333333,4.866666666666666,2.933333333333333,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",so,socially_challenging
Luke transferred his money to an offshore bank account.,Luke does not want to pay taxes.,origin,85,3_common,51,9.733333333333333,5.733333333333333,4.866666666666666,2.933333333333333,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",then,socially_challenging
Karen does not want to go to work today.,Karen feigned illness to her employer.,origin,12,2_uncommon,52,5.066666666666666,8.933333333333334,5.866666666666666,6.6,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",after,socially_challenging
Karen does not want to go to work today.,Karen feigned illness to her employer.,origin,4,1_rare,52,5.066666666666666,8.933333333333334,5.866666666666666,6.6,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",because,socially_challenging
Karen does not want to go to work today.,Karen feigned illness to her employer.,origin,16,2_uncommon,52,5.066666666666666,8.933333333333334,5.866666666666666,6.6,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",so,socially_challenging
Karen does not want to go to work today.,Karen feigned illness to her employer.,origin,11,2_uncommon,52,5.066666666666666,8.933333333333334,5.866666666666666,6.6,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",then,socially_challenging
Karen feigned illness to her employer.,Karen does not want to go to work today.,origin,4,1_rare,52,9.466666666666669,6.066666666666666,2.933333333333333,2.8666666666666667,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",after,socially_challenging
Karen feigned illness to her employer.,Karen does not want to go to work today.,origin,5,2_uncommon,52,9.466666666666669,6.066666666666666,2.933333333333333,2.8666666666666667,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",because,socially_challenging
Karen feigned illness to her employer.,Karen does not want to go to work today.,origin,29,2_uncommon,52,9.466666666666669,6.066666666666666,2.933333333333333,2.8666666666666667,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",so,socially_challenging
Karen feigned illness to her employer.,Karen does not want to go to work today.,origin,17,2_uncommon,52,9.466666666666669,6.066666666666666,2.933333333333333,2.8666666666666667,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",then,socially_challenging
Gianni feels stoned.,Gianni took drugs.,origin,0,1_rare,53,9.133333333333333,1.1333333333333333,8.333333333333334,1.4,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",after,socially_challenging
Gianni feels stoned.,Gianni took drugs.,origin,0,1_rare,53,9.133333333333333,1.1333333333333333,8.333333333333334,1.4,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",because,socially_challenging
Gianni feels stoned.,Gianni took drugs.,origin,1,1_rare,53,9.133333333333333,1.1333333333333333,8.333333333333334,1.4,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",so,socially_challenging
Gianni feels stoned.,Gianni took drugs.,origin,0,1_rare,53,9.133333333333333,1.1333333333333333,8.333333333333334,1.4,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",then,socially_challenging
Gianni took drugs.,Gianni feels stoned.,origin,0,1_rare,53,3.1333333333333333,9.733333333333333,4.6,8.866666666666667,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",after,socially_challenging
Gianni took drugs.,Gianni feels stoned.,origin,0,1_rare,53,3.1333333333333333,9.733333333333333,4.6,8.866666666666667,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",because,socially_challenging
Gianni took drugs.,Gianni feels stoned.,origin,7,2_uncommon,53,3.1333333333333333,9.733333333333333,4.6,8.866666666666667,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",so,socially_challenging
Gianni took drugs.,Gianni feels stoned.,origin,0,1_rare,53,3.1333333333333333,9.733333333333333,4.6,8.866666666666667,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",then,socially_challenging
"In poor countries, people die very young.","In poor countries, there are few medicines.",origin,1072,4_frequent,54,9.133333333333333,2.933333333333333,1.4666666666666666,2.6666666666666665,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",after,socially_challenging
"In poor countries, people die very young.","In poor countries, there are few medicines.",origin,1093,4_frequent,54,9.133333333333333,2.933333333333333,1.4666666666666666,2.6666666666666665,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",because,socially_challenging
"In poor countries, people die very young.","In poor countries, there are few medicines.",origin,1096,4_frequent,54,9.133333333333333,2.933333333333333,1.4666666666666666,2.6666666666666665,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",so,socially_challenging
"In poor countries, people die very young.","In poor countries, there are few medicines.",origin,1027,4_frequent,54,9.133333333333333,2.933333333333333,1.4666666666666666,2.6666666666666665,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",then,socially_challenging
"In poor countries, there are few medicines.","In poor countries, people die very young.",origin,1051,4_frequent,54,4.666666666666667,9.533333333333331,3.333333333333333,3.6,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",after,socially_challenging
"In poor countries, there are few medicines.","In poor countries, people die very young.",origin,1027,4_frequent,54,4.666666666666667,9.533333333333331,3.333333333333333,3.6,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",because,socially_challenging
"In poor countries, there are few medicines.","In poor countries, people die very young.",origin,1013,4_frequent,54,4.666666666666667,9.533333333333331,3.333333333333333,3.6,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",so,socially_challenging
"In poor countries, there are few medicines.","In poor countries, people die very young.",origin,1001,4_frequent,54,4.666666666666667,9.533333333333331,3.333333333333333,3.6,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",then,socially_challenging
Emma needed a kidney transplant.,Emma paid a poor man to have his kidney.,origin,3,1_rare,55,2.2666666666666666,8.666666666666666,3.933333333333333,5.8,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",after,socially_challenging
Emma needed a kidney transplant.,Emma paid a poor man to have his kidney.,origin,4,1_rare,55,2.2666666666666666,8.666666666666666,3.933333333333333,5.8,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",because,socially_challenging
Emma needed a kidney transplant.,Emma paid a poor man to have his kidney.,origin,9,2_uncommon,55,2.2666666666666666,8.666666666666666,3.933333333333333,5.8,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",so,socially_challenging
Emma needed a kidney transplant.,Emma paid a poor man to have his kidney.,origin,5,2_uncommon,55,2.2666666666666666,8.666666666666666,3.933333333333333,5.8,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",then,socially_challenging
Emma paid a poor man to have his kidney.,Emma needed a kidney transplant.,origin,1,1_rare,55,8.933333333333334,2.7333333333333334,5.933333333333334,4.666666666666667,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",after,socially_challenging
Emma paid a poor man to have his kidney.,Emma needed a kidney transplant.,origin,4,1_rare,55,8.933333333333334,2.7333333333333334,5.933333333333334,4.666666666666667,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",because,socially_challenging
Emma paid a poor man to have his kidney.,Emma needed a kidney transplant.,origin,5,2_uncommon,55,8.933333333333334,2.7333333333333334,5.933333333333334,4.666666666666667,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",so,socially_challenging
Emma paid a poor man to have his kidney.,Emma needed a kidney transplant.,origin,7,2_uncommon,55,8.933333333333334,2.7333333333333334,5.933333333333334,4.666666666666667,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",then,socially_challenging
The terrorists asked a woman to make herself explode.,The terrorists planned a suicide attack.,origin,0,1_rare,56,8.0,4.866666666666666,5.866666666666666,3.733333333333333,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",after,socially_challenging
The terrorists asked a woman to make herself explode.,The terrorists planned a suicide attack.,origin,0,1_rare,56,8.0,4.866666666666666,5.866666666666666,3.733333333333333,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",because,socially_challenging
The terrorists asked a woman to make herself explode.,The terrorists planned a suicide attack.,origin,0,1_rare,56,8.0,4.866666666666666,5.866666666666666,3.733333333333333,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",so,socially_challenging
The terrorists asked a woman to make herself explode.,The terrorists planned a suicide attack.,origin,0,1_rare,56,8.0,4.866666666666666,5.866666666666666,3.733333333333333,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",then,socially_challenging
The terrorists planned a suicide attack.,The terrorists asked a woman to make herself explode.,origin,0,1_rare,56,5.466666666666667,6.8,3.466666666666667,6.4,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",after,socially_challenging
The terrorists planned a suicide attack.,The terrorists asked a woman to make herself explode.,origin,0,1_rare,56,5.466666666666667,6.8,3.466666666666667,6.4,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",because,socially_challenging
The terrorists planned a suicide attack.,The terrorists asked a woman to make herself explode.,origin,0,1_rare,56,5.466666666666667,6.8,3.466666666666667,6.4,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",so,socially_challenging
The terrorists planned a suicide attack.,The terrorists asked a woman to make herself explode.,origin,0,1_rare,56,5.466666666666667,6.8,3.466666666666667,6.4,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",then,socially_challenging
Alex changes his smartphone every three months.,Alex is rich.,origin,1,1_rare,57,8.866666666666667,6.2,2.0,3.466666666666667,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",after,socially_challenging
Alex changes his smartphone every three months.,Alex is rich.,origin,20,2_uncommon,57,8.866666666666667,6.2,2.0,3.466666666666667,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",because,socially_challenging
Alex changes his smartphone every three months.,Alex is rich.,origin,18,2_uncommon,57,8.866666666666667,6.2,2.0,3.466666666666667,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",so,socially_challenging
Alex changes his smartphone every three months.,Alex is rich.,origin,6,2_uncommon,57,8.866666666666667,6.2,2.0,3.466666666666667,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",then,socially_challenging
Alex is rich.,Alex changes his smartphone every three months.,origin,0,1_rare,57,3.466666666666667,9.266666666666667,2.2,4.0,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",after,socially_challenging
Alex is rich.,Alex changes his smartphone every three months.,origin,5,2_uncommon,57,3.466666666666667,9.266666666666667,2.2,4.0,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",because,socially_challenging
Alex is rich.,Alex changes his smartphone every three months.,origin,10,2_uncommon,57,3.466666666666667,9.266666666666667,2.2,4.0,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",so,socially_challenging
Alex is rich.,Alex changes his smartphone every three months.,origin,8,2_uncommon,57,3.466666666666667,9.266666666666667,2.2,4.0,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",then,socially_challenging
The referee whistled for the foul.,The ultras insult the referee.,origin,0,1_rare,58,4.066666666666666,7.0,5.4,5.533333333333333,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",after,socially_challenging
The referee whistled for the foul.,The ultras insult the referee.,origin,0,1_rare,58,4.066666666666666,7.0,5.4,5.533333333333333,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",because,socially_challenging
The referee whistled for the foul.,The ultras insult the referee.,origin,0,1_rare,58,4.066666666666666,7.0,5.4,5.533333333333333,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",so,socially_challenging
The referee whistled for the foul.,The ultras insult the referee.,origin,0,1_rare,58,4.066666666666666,7.0,5.4,5.533333333333333,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",then,socially_challenging
The ultras insult the referee.,The referee whistled for the foul.,origin,0,1_rare,58,7.866666666666666,6.133333333333334,8.6,7.0,after,anticonic_temp,after,causality,A follows B,Temporal,"B,A","Temporal-B,A",after,socially_challenging
The ultras insult the referee.,The referee whistled for the foul.,origin,0,1_rare,58,7.866666666666666,6.133333333333334,8.6,7.0,after,anticonic_temp,after,causality,A follows B,Temporal,"B,A","Temporal-B,A",because,socially_challenging
The ultras insult the referee.,The referee whistled for the foul.,origin,0,1_rare,58,7.866666666666666,6.133333333333334,8.6,7.0,after,anticonic_temp,after,causality,A follows B,Temporal,"B,A","Temporal-B,A",so,socially_challenging
The ultras insult the referee.,The referee whistled for the foul.,origin,0,1_rare,58,7.866666666666666,6.133333333333334,8.6,7.0,after,anticonic_temp,after,causality,A follows B,Temporal,"B,A","Temporal-B,A",then,socially_challenging
The boxing player needed money.,The player fixed the boxing match.,origin,173,3_common,59,4.133333333333334,8.866666666666667,3.933333333333333,5.8,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",after,socially_challenging
The boxing player needed money.,The player fixed the boxing match.,origin,209,3_common,59,4.133333333333334,8.866666666666667,3.933333333333333,5.8,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",because,socially_challenging
The boxing player needed money.,The player fixed the boxing match.,origin,607,4_frequent,59,4.133333333333334,8.866666666666667,3.933333333333333,5.8,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",so,socially_challenging
The boxing player needed money.,The player fixed the boxing match.,origin,263,3_common,59,4.133333333333334,8.866666666666667,3.933333333333333,5.8,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",then,socially_challenging
The player fixed the boxing match.,The boxing player needed money.,origin,95,3_common,59,8.2,2.8,5.066666666666666,2.533333333333333,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",after,socially_challenging
The player fixed the boxing match.,The boxing player needed money.,origin,341,3_common,59,8.2,2.8,5.066666666666666,2.533333333333333,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",because,socially_challenging
The player fixed the boxing match.,The boxing player needed money.,origin,1023,4_frequent,59,8.2,2.8,5.066666666666666,2.533333333333333,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",so,socially_challenging
The player fixed the boxing match.,The boxing player needed money.,origin,612,4_frequent,59,8.2,2.8,5.066666666666666,2.533333333333333,because,anticonic_caus,because,causality,A follows B,Causal,"B,A","Causal-B,A",then,socially_challenging
Karl did not have money for lunch.,Karl stole a sandwich from the supermarket.,origin,1000,4_frequent,60,1.8666666666666667,9.4,4.6,6.333333333333333,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",after,socially_challenging
Karl did not have money for lunch.,Karl stole a sandwich from the supermarket.,origin,1007,4_frequent,60,1.8666666666666667,9.4,4.6,6.333333333333333,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",because,socially_challenging
Karl did not have money for lunch.,Karl stole a sandwich from the supermarket.,origin,1002,4_frequent,60,1.8666666666666667,9.4,4.6,6.333333333333333,so,iconic_caus,so,causality,B follows A,Causal,"A,B","Causal-A,B",so,socially_challenging
