pair_id	Sentence_A	Sentence_B	relation	order	additional_dimension	origin	A_cause_B	B_cause_A	A_precede_B	B_precede_A	answers	majority_vote	average_vote	quest_label	connective	connected_sent	conn_in_list	pair_ID	accept_answers	accept_st_dev	accept_average_vote	prompt	generated_answer_outlines	generated_answer_greedy	answer_greedy_cleaned
326	The woman started painting the wall.	The woman took a brush.	temporal	A follows B	none	Descript	False	False	False	True	['YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'NO', 'YES', 'YES', 'YES']	yes	0.8	BA_temp	after	The woman started painting the wall, after the woman took a brush.	after	3252	['8', '6', '8', '4', '3', '10', '1', '10', '2', '10', '3', '10', '2', '9', '1']	3.506185011281255	5.8	"Evaluate the acceptability of sentences that describe two events linked by connectives: then, so, after, because.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: The woman started painting the wall, after the woman took a brush.
Rating: "	6	"7

Explanation: The"	7
317	The man found the local library.	The man registered for a library card.	temporal	B follows A	none	Descript	False	False	True	False	['YES', 'NO', 'NO', 'NO', 'YES', 'NO', 'YES', 'NO', 'YES', 'YES']	inconclusive	0.0	BA_cause	then	The man found the local library, because the man registered for a library card.	because	3774	['8', '2', '6', '1', '3', '2', '10', '2', '1', '1', '2', '5', '4', '1', '1']	2.719477073916152	3.2666666666666666	"Evaluate the acceptability of sentences that describe two events linked by connectives: after, so, then, because.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: The man found the local library, because the man registered for a library card.
Rating: "	4	"8

Explanation: The"	8
366	The teacher sat at the desk.	The teacher called the roll.	temporal	B follows A	none	origin	False	False	True	False	['YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES']	yes	1.0	AB_temp	then	The teacher sat at the desk, then the teacher called the roll.	then	3566	['10', '10', '7', '10', '6', '10', '10', '10', '7', '10', '7', '10', '9', '10', '10']	1.4360439485692011	9.066666666666666	"Evaluate the acceptability of sentences that describe two events linked by connectives: then, because, so, after.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: The teacher sat at the desk, then the teacher called the roll.
Rating: "	4	"8
Explanation: """	8
455	The grandmother prepared the dinner.	The father drank coffe at breakfast.	no_rel	none	none	origin	False	False	False	False	['YES', 'NO', 'YES', 'NO', 'YES', 'NO', 'NO', 'NO', 'YES', 'YES']	inconclusive	0.0	BA_temp	other	The grandmother prepared the dinner, after the father drank coffe at breakfast.	after	345	['2', '1', '6', '6', '5', '8', '1', '10', '4', '1', '3', '6', '1', '1', '1']	2.862788073811185	3.733333333333333	"Evaluate the acceptability of sentences that describe two events linked by connectives: after, because, then, so.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: The grandmother prepared the dinner, after the father drank coffe at breakfast.
Rating: "	4	"5

Explanation: The"	5
540	This woman is old.	Luke does not know the age of that girl.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-1.0	BA_cause	other	This woman is old, because Luke does not know the age of that girl.	because	3123	['1', '1', '1', '1', '4', '1', '1', '1', '1', '1', '2', '1', '2', '1', '1']	0.7888106377466155	1.3333333333333333	"Evaluate the acceptability of sentences that describe two events linked by connectives: after, so, then, because.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: This woman is old, because Luke does not know the age of that girl.
Rating: "	5	"2

Explanation: The"	2
329	Lucy sat down on the sofa.	Lucy read the newspaper.	temporal	B follows A	none	Descript	False	False	True	False	['NO', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'NO', 'YES']	yes	0.6	AB_cause	then	Lucy sat down on the sofa, so Lucy read the newspaper.	so	3800	['8', '1', '2', '1', '6', '1', '1', '4', '1', '5', '5', '1', '5', '1', '2']	2.264705033528404	2.933333333333333	"Evaluate the acceptability of sentences that describe two events linked by connectives: after, so, because, then.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Lucy sat down on the sofa, so Lucy read the newspaper.
Rating: "	7	"7

Sentence: Lucy"	7
179	John has allergic reactions to lobsters.	John must avoid lobsters.	causality	B follows A	none	e-care	True	False	True	False	['YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'NO']	yes	0.8	AB_cause	thus	John has allergic reactions to lobsters, so John must avoid lobsters.	so	2035	['10', '10', '10', '10', '7', '10', '10', '10', '9', '10', '9', '10', '10', '10', '10']	0.7888106377466153	9.666666666666666	"Evaluate the acceptability of sentences that describe two events linked by connectives: because, so, then, after.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: John has allergic reactions to lobsters, so John must avoid lobsters.
Rating: "	7	"9
Explanation: The"	9
363	Michele poured the beer into the glass.	Michele drank the beer.	temporal	B follows A	none	origin	False	False	True	False	['NO', 'NO', 'NO', 'NO', 'NO', 'YES', 'NO', 'NO', 'YES', 'NO']	no	-0.6	BA_temp	then	Michele poured the beer into the glass, after Michele drank the beer.	after	2156	['1', '1', '1', '4', '1', '1', '10', '1', '3', '10', '10', '1', '2', '2', '1']	3.473071007368296	3.2666666666666666	"Evaluate the acceptability of sentences that describe two events linked by connectives: so, because, then, after.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Michele poured the beer into the glass, after Michele drank the beer.
Rating: "	1	"2

Explanation: The"	2
468	Kate dreamed of becoming a singer.	Daniel enjoyed the musical.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-1.0	AB_temp	other	Kate dreamed of becoming a singer, then Daniel enjoyed the musical.	then	3507	['6', '1', '1', '1', '2', '4', '1', '1', '1', '1', '3', '1', '1', '1', '1']	1.436043948569201	1.7333333333333334	"Evaluate the acceptability of sentences that describe two events linked by connectives: because, then, so, after.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Kate dreamed of becoming a singer, then Daniel enjoyed the musical.
Rating: "	4	"5

Sentence: Kate"	5
286	The girl set the alarm clock.	The girl woke up.	temporal	B follows A	none	Descript	False	False	True	False	['NO', 'NO', 'NO', 'NO', 'YES', 'NO', 'NO', 'YES', 'NO', 'NO']	no	-0.6	BA_temp	then	The girl set the alarm clock, after the girl woke up.	after	4388	['1', '1', '2', '2', '2', '8', '10', '4', '1', '1', '2', '1', '2', '1', '1']	2.65329983228432	2.6	"Evaluate the acceptability of sentences that describe two events linked by connectives: so, then, because, after.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: The girl set the alarm clock, after the girl woke up.
Rating: "	7	"8

Explanation: The"	8
147	The child hurt his knee.	The child started crying.	causality	B follows A	none	big_bench	True	False	True	False	['YES', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'YES', 'NO']	no	-0.6	BA_temp	thus	The child hurt his knee, after the child started crying.	after	4584	['1', '1', '1', '2', '3', '3', '10', '1', '4', '10', '8', '6', '6', '1', '1']	3.2221455929585523	3.866666666666666	"Evaluate the acceptability of sentences that describe two events linked by connectives: after, so, because, then.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: The child hurt his knee, after the child started crying.
Rating: "	1	"2

Explanation: The"	2
217	The dad put some oil on the pan fries.	The dad put cutlets in a pan.	temporal	B follows A	none	origin	False	False	True	False	['YES', 'NO', 'YES', 'YES', 'NO', 'YES', 'NO', 'YES', 'YES', 'NO']	yes	0.2	AB_cause	then	The dad put some oil on the pan fries, so the dad put cutlets in a pan.	so	3327	['5', '1', '6', '1', '2', '1', '1', '2', '1', '10', '2', '1', '1', '1', '2']	2.499777767900357	2.466666666666667	"Evaluate the acceptability of sentences that describe two events linked by connectives: then, so, after, because.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: The dad put some oil on the pan fries, so the dad put cutlets in a pan.
Rating: "	6	"2

Sentence: The"	2
129	Mario and Lili live in two different houses.	Mario and Lili divorced one year ago.	causality	A follows B	none	origin	False	True	False	True	['YES', 'NO', 'NO', 'NO', 'NO', 'NO', 'YES', 'YES', 'NO', 'YES']	no	-0.2	AB_cause	because	Mario and Lili live in two different houses, so Mario and Lili divorced one year ago.	so	1149	['6', '1', '6', '2', '2', '2', '1', '3', '1', '1', '2', '1', '6', '3', '3']	1.813529401164726	2.6666666666666665	"Evaluate the acceptability of sentences that describe two events linked by connectives: after, so, because, then.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Mario and Lili live in two different houses, so Mario and Lili divorced one year ago.
Rating: "	7	"2

Explanation: The"	2
224	Grandma ironed the shirts.	Grandma put the shirts into the closet.	temporal	B follows A	none	Descript	False	False	True	False	['YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES']	yes	1.0	AB_cause	then	Grandma ironed the shirts, so grandma put the shirts into the closet.	so	4438	['5', '8', '4', '1', '3', '1', '8', '8', '2', '10', '2', '9', '3', '1', '3']	3.095516470998373	4.533333333333333	"Evaluate the acceptability of sentences that describe two events linked by connectives: after, then, because, so.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Grandma ironed the shirts, so grandma put the shirts into the closet.
Rating: "	7	"7

Explanation: The"	7
546	Someone knocked on the door.	The man looked for his keys.	no_rel	none	none	origin	False	False	False	False	['NO', 'YES', 'NO', 'NO', 'YES', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-0.6	BA_temp	other	Someone knocked on the door, after the man looked for his keys.	after	3438	['3', '1', '9', '1', '2', '8', '1', '8', '4', '1', '4', '1', '8', '1', '8']	3.141125063837266	4.0	"Evaluate the acceptability of sentences that describe two events linked by connectives: so, because, then, after.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Someone knocked on the door, after the man looked for his keys.
Rating: "	7	"6

Explanation: The"	6
43	Kate got pregnant but does not feel ready to have a baby.	Kate has decided to have an abortion.	causality	B follows A	socially_challenging	origin	True	False	True	False	['NO', 'NO', 'NO', 'NO', 'YES', 'NO', 'YES', 'NO', 'NO', 'NO']	no	-0.6	BA_temp	thus	Kate got pregnant but does not feel ready to have a baby, after Kate has decided to have an abortion.	after	4008	['6', '3', '3', '1', '2', '1', '10', '1', '2', '7', '6', '1', '3', '3', '2']	2.576819745345025	3.4	"Evaluate the acceptability of sentences that describe two events linked by connectives: so, because, after, then.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Kate got pregnant but does not feel ready to have a baby, after Kate has decided to have an abortion.
Rating: "	7	"5

Explanation: The"	5
94	Someone left a lit cigarette in the woods.	A fire broke out.	causality	B follows A	none	origin	True	False	True	False	['NO', 'YES', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-0.8	BA_cause	thus	Someone left a lit cigarette in the woods, because a fire broke out.	because	1718	['6', '1', '1', '1', '2', '2', '1', '1', '1', '1', '1', '1', '1', '1', '2']	1.2578641509408808	1.5333333333333334	"Evaluate the acceptability of sentences that describe two events linked by connectives: because, then, so, after.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Someone left a lit cigarette in the woods, because a fire broke out.
Rating: "	4	"5

Explanation: The"	5
502	Insects created intricate patterns on flowers.	There were a lot of bees in the area.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'YES', 'NO', 'NO', 'NO']	no	-0.8	AB_temp	other	Insects created intricate patterns on flowers, then there were a lot of bees in the area.	then	1866	['5', '1', '2', '1', '3', '2', '1', '2', '7', '1', '1', '4', '7', '1', '2']	2.0548046676563256	2.6666666666666665	"Evaluate the acceptability of sentences that describe two events linked by connectives: after, because, then, so.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Insects created intricate patterns on flowers, then there were a lot of bees in the area.
Rating: "	4	"7

Explanation: The"	7
171	Tom has started eating less junk food.	Tom's weight has decreased.	causality	B follows A	none	e-care	True	False	True	False	['NO', 'NO', 'YES', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-0.8	BA_temp	thus	Tom has started eating less junk food, after Tom's weight has decreased.	after	1582	['4', '1', '4', '1', '2', '2', '10', '4', '3', '10', '8', '1', '3', '1', '3']	2.9933259094191533	3.8	"Evaluate the acceptability of sentences that describe two events linked by connectives: so, because, after, then.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Tom has started eating less junk food, after Tom's weight has decreased.
Rating: "	5	"2

Explanation: The"	2
213	The teacher started the lesson.	The teacher finished the lesson	temporal	B follows A	none	origin	False	False	True	False	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'YES', 'NO', 'NO', 'YES']	no	-0.6	BA_cause	then	The teacher started the lesson, because the teacher finished the lesson.	because	995	['2', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1', '1']	0.2494438257849294	1.0666666666666669	"Evaluate the acceptability of sentences that describe two events linked by connectives: so, because, after, then.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: The teacher started the lesson, because the teacher finished the lesson.
Rating: "	5	"2

Explanation: The"	2
9	Mark is a Jehovah's Witness.	Mark refuses transfusions even if he is sick.	causality	B follows A	socially_challenging	origin	True	False	True	False	['YES', 'NO', 'NO', 'NO', 'NO', 'YES', 'YES', 'NO', 'NO', 'NO']	no	-0.4	BA_cause	thus	Mark is a jehovah's witness, because Mark refuses transfusions even if he is sick.	because	3100	['9', '2', '10', '1', '3', '1', '1', '2', '10', '5', '4', '1', '6', '1', '1']	3.3105890714493698	3.8	"Evaluate the acceptability of sentences that describe two events linked by connectives: so, after, then, because.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Mark is a jehovah's witness, because Mark refuses transfusions even if he is sick.
Rating: "	7	"8

Sentence: Mark"	8
119	The baby's favourite toy broke.	The baby cried.	causality	B follows A	none	origin	True	False	True	False	['YES', 'YES', 'YES', 'NO', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES']	yes	0.8	AB_temp	thus	The baby's favourite toy broke, then the baby cried.	then	2653	['9', '10', '10', '10', '5', '10', '10', '10', '9', '10', '9', '10', '9', '10', '10']	1.2543258481484518	9.4	"Evaluate the acceptability of sentences that describe two events linked by connectives: after, because, then, so.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: The baby's favourite toy broke, then the baby cried.
Rating: "	6	"7

Explanation: The"	7
311	The man put the cake into the oven.	The man opened the oven.	temporal	A follows B	none	Descript	False	False	False	True	['YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES']	yes	1.0	BA_temp	after	The man put the cake into the oven, after the man opened the oven.	after	2441	['9', '9', '8', '8', '5', '10', '1', '10', '5', '10', '7', '7', '4', '9', '1']	2.94089933334837	6.866666666666666	"Evaluate the acceptability of sentences that describe two events linked by connectives: because, after, so, then.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: The man put the cake into the oven, after the man opened the oven.
Rating: "	7	"8

Sentence: The"	8
29	The hunter killed many animals.	The hunter is happy.	causality	B follows A	socially_challenging	origin	True	False	True	False	['YES', 'NO', 'YES', 'NO', 'NO', 'NO', 'YES', 'NO', 'NO', 'NO']	no	-0.4	BA_cause	thus	The hunter killed many animals, because the hunter is happy.	because	3581	['4', '1', '2', '1', '2', '3', '1', '1', '3', '5', '3', '1', '5', '1', '1']	1.436043948569201	2.2666666666666666	"Evaluate the acceptability of sentences that describe two events linked by connectives: then, so, because, after.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: The hunter killed many animals, because the hunter is happy.
Rating: "	6	"6

Explanation: The"	6
239	Tina prepared the grocery list.	Tina drove to the store.	temporal	B follows A	none	Descript	False	False	True	False	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-1.0	BA_cause	then	Tina prepared the grocery list, because Tina drove to the store.	because	713	['8', '1', '2', '1', '2', '1', '8', '2', '1', '1', '2', '1', '2', '2', '3']	2.246973272847029	2.466666666666667	"Evaluate the acceptability of sentences that describe two events linked by connectives: because, after, then, so.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Tina prepared the grocery list, because Tina drove to the store.
Rating: "	6	"8

Sentence: Tina"	8
60	Karl did not have money for lunch.	Karl stole a sandwich from the supermarket.	causality	B follows A	socially_challenging	origin	True	False	True	False	['YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES']	yes	1.0	AB_cause	thus	Karl did not have money for lunch, so Karl stole a sandwich from the supermarket.	so	209	['7', '9', '10', '10', '7', '10', '10', '10', '9', '10', '9', '10', '10', '10', '10']	1.0198039027185568	9.4	"Evaluate the acceptability of sentences that describe two events linked by connectives: then, because, after, so.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Karl did not have money for lunch, so Karl stole a sandwich from the supermarket.
Rating: "	5	"7

Sentence: Karl"	7
41	Bob believes in Santa Claus.	Bob is gullible.	causality	B follows A	socially_challenging	origin	True	False	True	False	['YES', 'NO', 'NO', 'YES', 'NO', 'NO', 'NO', 'NO', 'YES', 'YES']	no	-0.2	AB_temp	thus	Bob believes in Santa claus, then Bob is gullible.	then	599	['6', '3', '1', '4', '2', '2', '9', '1', '1', '10', '4', '2', '2', '1', '8']	2.9769484749021475	3.733333333333333	"Evaluate the acceptability of sentences that describe two events linked by connectives: then, after, so, because.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Bob believes in Santa claus, then Bob is gullible.
Rating: "	6	"3

Sentence: Bob"	3
31	John is addicted to cannabis.	John buys cannabis from a pusher.	causality	B follows A	socially_challenging	e-care	True	False	True	False	['YES', 'NO', 'NO', 'NO', 'YES', 'YES', 'YES', 'YES', 'NO', 'NO']	inconclusive	0.0	BA_temp	thus	John is addicted to cannabis, after John buys cannabis from a pusher.	after	3973	['8', '2', '6', '2', '4', '7', '10', '1', '1', '4', '3', '5', '2', '5', '1']	2.669997919266771	4.066666666666666	"Evaluate the acceptability of sentences that describe two events linked by connectives: after, because, so, then.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: John is addicted to cannabis, after John buys cannabis from a pusher.
Rating: "	4	"2

Explanation: The"	2
599	Mike's father became a teacher.	Luke's mom was an expert in treating children from birth to teens.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-1.0	BA_temp	other	Mike's father became a teacher, after Luke's mom was an expert in treating children from birth to teens.	after	3347	['5', '1', '7', '1', '2', '2', '1', '2', '1', '1', '2', '1', '2', '1', '1']	1.6733200530681511	2.0	"Evaluate the acceptability of sentences that describe two events linked by connectives: after, so, then, because.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Mike's father became a teacher, after Luke's mom was an expert in treating children from birth to teens.
Rating: "	4	"5

Sentence: Mike"	5
434	Kevin washed himself.	Luca cleaned the house.	no_rel	none	none	e-care	False	False	False	False	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-1.0	AB_temp	other	Kevin washed himself, then Luca cleaned the house.	then	1213	['7', '1', '7', '7', '6', '8', '1', '10', '7', '1', '7', '5', '7', '5', '1']	2.844097201026872	5.333333333333333	"Evaluate the acceptability of sentences that describe two events linked by connectives: because, after, then, so.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Kevin washed himself, then Luca cleaned the house.
Rating: "	4	"5

Sentence: Kevin"	5
356	Michele opened the pizzeria website.	Michele chose the pizza he wanted to eat.	temporal	B follows A	none	origin	False	False	True	False	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-1.0	BA_temp	then	Michele opened the pizzeria website, after Michele chose the pizza he wanted to eat.	after	104	['2', '1', '2', '8', '4', '5', '10', '5', '1', '10', '4', '7', '5', '1', '2']	3.0081371127142607	4.466666666666667	"Evaluate the acceptability of sentences that describe two events linked by connectives: then, because, so, after.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Michele opened the pizzeria website, after Michele chose the pizza he wanted to eat.
Rating: "	7	"5

Sentence: Michele"	5
429	The man bought a new book about Buddhism.	The man devoted himself to journalism.	no_rel	none	none	e-care	False	False	False	False	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-1.0	AB_temp	other	The man bought a new book about buddhism, then the man devoted himself to journalism.	then	4521	['3', '1', '2', '2', '5', '5', '1', '7', '8', '3', '2', '7', '2', '5', '3']	2.2050447211388304	3.733333333333333	"Evaluate the acceptability of sentences that describe two events linked by connectives: so, because, then, after.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: The man bought a new book about buddhism, then the man devoted himself to journalism.
Rating: "	7	"2

Explanation: The"	2
243	Claire looked for milk in the store.	Claire took the milk from the fridge.	temporal	B follows A	none	Descript	False	False	True	False	['YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'NO']	yes	0.8	AB_cause	then	Claire looked for milk in the store, so Claire took the milk from the fridge.	so	3747	['2', '9', '1', '1', '2', '1', '1', '1', '1', '1', '2', '3', '2', '1', '1']	1.982142499642468	1.933333333333333	"Evaluate the acceptability of sentences that describe two events linked by connectives: so, then, after, because.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Claire looked for milk in the store, so Claire took the milk from the fridge.
Rating: "	1	"2
Explanation: The"	2
200	George plugged the phone charger in.	George took his phone off the charger.	temporal	B follows A	none	origin	False	False	True	False	['YES', 'YES', 'NO', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES']	yes	0.8	AB_temp	then	George plugged the phone charger in, then George took his phone off the charger.	then	324	['3', '8', '3', '3', '5', '2', '5', '10', '6', '7', '5', '1', '8', '5', '5']	2.379542439676633	5.066666666666666	"Evaluate the acceptability of sentences that describe two events linked by connectives: after, then, because, so.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: George plugged the phone charger in, then George took his phone off the charger.
Rating: "	4	"5

Explanation: The"	5
55	Emma paid a poor man to have his kidney.	Emma needed a kidney transplant.	causality	A follows B	socially_challenging	origin	False	True	False	True	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'YES', 'NO', 'NO', 'NO']	no	-0.8	AB_cause	because	Emma paid a poor man to have his kidney, so Emma needed a kidney transplant.	so	237	['3', '1', '1', '1', '2', '1', '10', '2', '1', '10', '3', '1', '3', '1', '1']	2.954469307488045	2.7333333333333334	"Evaluate the acceptability of sentences that describe two events linked by connectives: after, then, because, so.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Emma paid a poor man to have his kidney, so Emma needed a kidney transplant.
Rating: "	7	"2

Explanation: The"	2
81	The bottle was left open.	The water fell on the floor.	causality	B follows A	none	origin	True	False	True	False	['YES', 'YES', 'YES', 'YES', 'YES', 'NO', 'YES', 'YES', 'YES', 'YES']	yes	0.8	AB_temp	thus	The bottle was left open, then the water fell on the floor.	then	3718	['9', '2', '8', '6', '4', '8', '10', '10', '8', '10', '7', '8', '9', '10', '2']	2.65329983228432	7.4	"Evaluate the acceptability of sentences that describe two events linked by connectives: after, then, so, because.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: The bottle was left open, then the water fell on the floor.
Rating: "	7	"2
Explanation: The"	2
594	Tom works in an office.	John is joining in a long-term meeting.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'NO', 'NO', 'YES', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-0.8	BA_cause	other	Tom works in an office, because John is joining in a long-term meeting.	because	3058	['5', '1', '1', '1', '2', '4', '1', '1', '1', '1', '2', '1', '1', '1', '2']	1.1925695879998874	1.6666666666666667	"Evaluate the acceptability of sentences that describe two events linked by connectives: after, so, then, because.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Tom works in an office, because John is joining in a long-term meeting.
Rating: "	2	"2

Explanation: The"	2
384	Lucia wrote a letter.	Lucia took the pen.	temporal	A follows B	none	origin	False	False	False	True	['NO', 'NO', 'YES', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'YES']	no	-0.6	AB_cause	after	Lucia wrote a letter, so Lucia took the pen.	so	3951	['5', '1', '3', '4', '2', '2', '1', '8', '1', '6', '3', '1', '3', '1', '3']	2.0154955277107964	2.933333333333333	"Evaluate the acceptability of sentences that describe two events linked by connectives: because, so, after, then.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Lucia wrote a letter, so Lucia took the pen.
Rating: "	7	"7

Sentence: Lucia"	7
589	The hunter hunts animals.	The cat is an animal.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'NO', 'NO', 'YES', 'NO', 'NO', 'NO', 'YES', 'NO']	no	-0.6	AB_cause	other	The hunter hunts animals, so the cat is an animal.	so	3480	['10', '1', '1', '1', '2', '1', '1', '8', '2', '1', '2', '1', '1', '1', '2']	2.674987019698517	2.333333333333333	"Evaluate the acceptability of sentences that describe two events linked by connectives: because, after, so, then.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: The hunter hunts animals, so the cat is an animal.
Rating: "	1	"2

Sentence: The"	2
180	Tom works in a hot environment.	Tom's job is in charge of the furnace in the ironworks.	causality	A follows B	none	e-care	False	True	False	True	['NO', 'YES', 'NO', 'NO', 'YES', 'YES', 'NO', 'YES', 'NO', 'NO']	no	-0.2	AB_temp	because	Tom works in a hot environment, then Tom's job is in charge of the furnace in the ironworks.	then	3701	['7', '3', '1', '1', '2', '1', '10', '1', '1', '1', '4', '1', '2', '2', '1']	2.55255862921022	2.533333333333333	"Evaluate the acceptability of sentences that describe two events linked by connectives: because, then, after, so.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Tom works in a hot environment, then Tom's job is in charge of the furnace in the ironworks.
Rating: "	2	"2

Explanation: The"	2
33	Millie's depression has never been treated.	Millie has become addicted to alcohol.	causality	B follows A	socially_challenging	e-care	True	False	True	False	['NO', 'NO', 'NO', 'YES', 'YES', 'YES', 'YES', 'NO', 'NO', 'YES']	inconclusive	0.0	BA_temp	thus	Millie's depression has never been treated, after Millie has become addicted to alcohol.	after	3094	['6', '8', '9', '7', '2', '4', '10', '2', '3', '2', '7', '9', '7', '10', '10']	2.961981318869741	6.4	"Evaluate the acceptability of sentences that describe two events linked by connectives: so, then, because, after.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Millie's depression has never been treated, after Millie has become addicted to alcohol.
Rating: "	4	"2

Explanation: The"	2
